Indicator;Sector;Service;Vehicle category;Scope;Geography;Fuel;Value;Time;Source;Primary source;Observation value;Unit;Metadata
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";75;1990;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";" none";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";78;1991;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";" none";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";81;1992;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";" none";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";84;1993;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";" none";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";87;1994;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";" none";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";90;1995;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";" none";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";93;1996;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";" none";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";96;1997;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";" none";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";99;1998;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";" none";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";102;1999;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"239,128";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";105;2000;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"253,742";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";108;2001;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"278,151";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";111;2002;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"307,198";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";1;2003;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"328,294";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";2;2004;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"353,235";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";4;2005;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"396,461";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";7;2006;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"447,567";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";9;2007;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"532,698";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
"Cumulative vehicle registration";"Road";"Passenger";"L1/L3";"national";"Bangladesh";"all";11;2008;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"626,289";"number of vehicles";"Original ATO Code: TAS-VEP-015- We report cumulative number of vehicle registrations i.e. two wheelers on road. Two wheelers i.e. a two-wheeler motor vehicle not exceeding 400 kg of unladen weight, including vehicles with a cylinder capacity of 50 cc or above. It includes mopeds, motorcycles, scooters. We exclude electric two wheelers in this statistics."
